State,Year,Inflation Adjusted Total Spending,Num Students,Num Teachers,Population,Personal Income,NAEP Scores,Effort,Alternative Effort,Alternative Effort Ranked,Effort Ranked,Inflation Adjusted Exp Per Student
Illinois,1985,12750826669,1826478,102657,11399806,416345606603,,3.44,3.44,44.0,44.0,6981.10060400399
Indiana,1985,5992629091,966106,51976,5459211,168720599977,,3.99,3.99,31.0,31.0,6202.869137548054
Iowa,1985,3456246070,485332,31770,2829684,89787295091,,4.32,4.32,16.0,16.0,7121.405697543125
Kansas,1985,2991449000,410229,26686,2427405,82830807884,,4.05,4.05,26.0,26.0,7292.144143880613
Kentucky,1985,3016118497,643833,33506,3694826,100592886621,,3.36,3.36,47.0,47.0,4684.628617980128
Louisiana,1985,4905258732,788349,42609,4408118,126000311373,,4.37,4.37,14.0,14.0,6222.191861726215
Maine,1985,1447509010,206101,14226,1162936,34991067214,,4.64,4.64,8.0,8.0,7023.299304709827
Maryland,1985,5536792049,671560,38433,4413071,177390306297,,3.5,3.5,41.0,41.0,8244.672179700994
Massachusetts,1985,7153760134,844330,56845,5880733,233398145661,,3.44,3.44,45.0,45.0,8472.706328094466
Michigan,1985,12999640375,1602747,82193,9076293,313884437154,,4.65,4.65,7.0,7.0,8110.849918920453
Minnesota,1985,5544177082,705140,41314,4184302,148863281519,,4.18,4.18,20.0,20.0,7862.519615962788
Mississippi,1985,2224423124,471195,26102,2588102,60659985778,,4.11,4.11,23.0,23.0,4720.812241216481
Missouri,1985,4787192619,795107,48170,5000268,163860057327,,3.28,3.28,50.0,50.0,6020.815587084506
Montana,1985,1193659772,153869,9705,822320,22879886188,,5.85,5.85,3.0,3.0,7757.636508978417
Nebraska,1985,1916878246,265819,17687,1584664,52506453676,,4.1,4.1,24.0,24.0,7211.216075600314
Nevada,1985,1040739225,154948,7751,951030,34770453837,,3.36,3.36,48.0,48.0,6716.699957405065
New Hampshire,1985,1098451977,160974,10104,996753,37220930434,,3.31,3.31,49.0,49.0,6823.785064668828
New Jersey,1985,12056164948,1116194,74236,7565528,316174211355,,4.28,4.28,17.0,17.0,10801.137569275592
New Mexico,1985,1698395364,277551,14781,1438361,41875426299,,4.55,4.55,11.0,11.0,6119.21904082493
New York,1985,28766418373,2621378,165573,17791672,702869755967,,4.59,4.59,9.0,9.0,10973.777293087835
North Carolina,1985,6288293628,1086165,57638,6253954,185654027615,,3.8,3.8,36.0,36.0,5789.44601234619
North Dakota,1985,797601260,118570,7796,676980,20536309576,,4.36,4.36,15.0,15.0,6726.838660706756
Ohio,1985,12310710972,1793965,98264,10734926,355766911803,,3.88,3.88,33.0,33.0,6862.291612155198
Oklahoma,1985,3659334476,592327,35752,3271332,102448952308,,4.01,4.01,30.0,30.0,6177.895783916654
Oregon,1985,3494107068,447527,24605,2672652,85333912167,,4.59,4.59,10.0,10.0,7807.589414716877
Pennsylvania,1985,14188785117,1683221,101665,11770862,395684541219,,4.02,4.02,28.0,28.0,8429.543783614867
Rhode Island,1985,1197935716,133949,8844,968955,33864505826,,3.97,3.97,32.0,32.0,8943.222539921911
South Carolina,1985,3591279613,606643,34645,3303209,90946513838,,4.43,4.43,12.0,12.0,5919.922611816175
South Dakota,1985,758424731,124291,8340,698402,19924747680,,4.27,4.27,18.0,18.0,6102.008439870948
Tennessee,1985,4184610431,813753,40023,4715296,134406174431,,3.49,3.49,42.0,42.0,5142.359451823833
Texas,1985,20268036956,3131705,181051,16272734,548742296246,,4.14,4.14,22.0,22.0,6471.885747859393
Utah,1985,1905321780,403305,16229,1642910,44803781074,,4.77,4.77,6.0,6.0,4724.270167739056
Vermont,1985,727595278,90157,6397,530035,16542479118,,4.94,4.94,5.0,5.0,8070.31376376765
Virginia,1985,6691770682,968104,57339,5715153,209825641543,,3.58,3.58,39.0,39.0,6912.24360399296
Washington,1985,5680650551,749706,36202,4400098,155947813764,,4.09,4.09,25.0,25.0,7577.170985693058
West Virginia,1985,2448443509,357923,22733,1906831,48787743841,,5.63,5.63,4.0,4.0,6840.699002299377
Wisconsin,1985,6082415895,768234,46482,4747767,155713808520,,4.38,4.38,13.0,13.0,7917.400030459469
Wyoming,1985,1027012737,102779,7296,499695,16823003477,,6.85,6.85,2.0,2.0,9992.437531013145
Alabama,1986,3597631720,733735,36971,3991569,110342201552,,3.57,3.57,38.0,38.0,4903.175833236795
Alaska,1986,1557790386,107848,6448,544268,25025520759,,6.82,6.82,1.0,1.0,14444.314090201024
Arizona,1986,3721018183,534538,29104,3308262,110227088137,,3.7,3.7,35.0,35.0,6961.185515342221
Arkansas,1986,2266560631,437438,24944,2331984,61748961751,,4.02,4.02,25.0,25.0,5181.444298392001
California,1986,33449661457,4377989,190484,27102237,1078045500615,,3.4,3.4,45.0,45.0,7640.416971582158
Colorado,1986,4314661287,558415,30704,3237450,118609108776,,3.99,3.99,26.0,26.0,7726.621396273381
Connecticut,1986,4891467142,468847,34252,3223740,145991175284,,3.67,3.67,37.0,37.0,10432.970973473222
Delaware,1986,846976735,94410,5883,627559,23422526876,,3.96,3.96,28.0,28.0,8971.260830420506
District of Columbia,1986,893605858,85612,5984,638269,28041763623,,3.49,3.49,41.0,41.0,10437.857519973835
Florida,1986,11445356328,1607320,91969,11667505,411884393321,,3.05,3.05,51.0,51.0,7120.770181420004
Georgia,1986,6593210616,1096425,57881,6084666,194146803182,,3.72,3.72,34.0,34.0,6013.371289417881
Hawaii,1986,1168317743,164640,7291,1051762,39482544459,,3.24,3.24,49.0,49.0,7096.196203838678
Idaho,1986,1039203972,208391,10234,990224,27539471099,,4.14,4.14,18.0,18.0,4986.798719714383
Illinois,1986,13093221434,1825185,104609,11387257,421567263399,,3.4,3.4,46.0,46.0,7173.640718064196
Indiana,1986,6293062521,966780,52896,5454108,171058082595,,4.03,4.03,24.0,24.0,6509.301517408304
Iowa,1986,3460782534,481286,30958,2791970,89287075913,,4.25,4.25,14.0,14.0,7190.698532681192
Kansas,1986,3011835042,416091,27064,2432619,83584099509,,3.95,3.95,29.0,29.0,7238.404680706864
Kentucky,1986,3206998604,642778,34507,3687809,99551619279,,3.53,3.53,39.0,39.0,4989.278730759298
Louisiana,1986,4578871165,795188,42929,4406919,121434702114,,4.13,4.13,19.0,19.0,5758.224677686283
Maine,1986,1540432409,211752,13685,1170126,36463587723,,4.63,4.63,6.0,6.0,7274.70063564925
Maryland,1986,5763926244,675747,39491,4486957,184417797276,,3.43,3.43,43.0,43.0,8529.710444885437
Massachusetts,1986,7584474647,833918,58066,5902678,242318262003,,3.43,3.43,44.0,44.0,9094.988532445635
Michigan,1986,13020281840,1597154,83130,9127775,321249201361,,4.44,4.44,11.0,11.0,8152.176834544446
Minnesota,1986,5709203717,711134,40957,4205212,151565695068,,4.13,4.13,20.0,20.0,8028.309315825147
Mississippi,1986,2253658521,498639,26219,2593597,60567522693,,4.08,4.08,22.0,22.0,4519.619446132372
Missouri,1986,5096341300,800606,48902,5023068,166036740441,,3.36,3.36,47.0,47.0,6365.604679455312
Montana,1986,1182726435,153327,9818,813739,22899654153,,5.66,5.66,4.0,4.0,7713.751883229959
Nebraska,1986,1920662818,267139,17748,1574333,52014754256,,4.05,4.05,23.0,23.0,7189.750721534482
Nevada,1986,1039210411,161239,7908,980613,36158955561,,3.15,3.15,50.0,50.0,6445.155396647213
New Hampshire,1986,1194857397,163717,10300,1025053,39597205562,,3.31,3.31,48.0,48.0,7298.309870080688
New Jersey,1986,12355683364,1107467,75558,7622159,325823885372,,4.16,4.16,16.0,16.0,11156.705675202964
New Mexico,1986,1753826221,281943,14876,1462729,41895403057,,4.59,4.59,7.0,7.0,6220.49925339519
New York,1986,29827753741,2607719,168940,17833419,722521901823,,4.52,4.52,9.0,9.0,11438.254559252742
North Carolina,1986,6468732741,1085248,58103,6321578,192672492076,,3.68,3.68,36.0,36.0,5960.603236310963
North Dakota,1986,759517304,118703,7779,669512,20059812986,,4.15,4.15,17.0,17.0,6398.467637717665
Ohio,1986,12385975162,1793508,98894,10730268,358441463786,,3.79,3.79,33.0,33.0,6906.004970147889
Oklahoma,1986,3458666043,593183,35041,3252735,99240654749,,3.82,3.82,32.0,32.0,5830.689758472512
Oregon,1986,3539145195,449307,24615,2683528,86440676222,,4.49,4.49,10.0,10.0,7876.897522184164
Pennsylvania,1986,14538196829,1674161,102993,11782752,400540633419,,3.98,3.98,27.0,27.0,8683.870206628873
Rhode Island,1986,1232267652,134690,8916,977341,34947211596,,3.86,3.86,31.0,31.0,9148.917157918182
South Carolina,1986,3674938681,611629,35349,3342758,93565721692,,4.3,4.3,13.0,13.0,6008.44414015686
South Dakota,1986,745994855,125458,8031,696034,20009154037,,4.09,4.09,21.0,21.0,5946.172065551818
Tennessee,1986,4389737986,818073,41103,4738708,138444574989,,3.47,3.47,42.0,42.0,5365.948987437551
Texas,1986,20565930790,3209515,186385,16561113,540363855517,,4.17,4.17,15.0,15.0,6407.800178531647
Utah,1986,1889448897,415994,16886,1662834,45325963753,,4.57,4.57,8.0,8.0,4542.0099737015435
Vermont,1986,766249038,92112,6397,534066,17129509411,,4.9,4.9,5.0,5.0,8318.666818655549
Virginia,1986,6978429171,975135,58141,5811700,217882103837,,3.51,3.51,40.0,40.0,7156.372369979541
Washington,1986,5689445665,761428,37065,4452720,160289889768,,3.89,3.89,30.0,30.0,7472.073085045467
West Virginia,1986,2489722030,351837,22931,1882350,48083936440,,5.67,5.67,3.0,3.0,7076.350781754051
Wisconsin,1986,6253079090,767819,47039,4755618,158121053518,,4.33,4.33,12.0,12.0,8143.949407347304
Wyoming,1986,992237252,100955,7201,495633,16126281297,,6.74,6.74,2.0,2.0,9828.510247139815
Alabama,1987,3729073328,729234,36971,4015264,115133329892,,3.64,3.64,41.0,41.0,5113.685494642324
Alaska,1987,1506002741,106869,6448,539309,23667954970,,7.15,7.15,1.0,1.0,14092.044849301481
Arizona,1987,3985862600,572421,29104,3437103,117064552633,,3.83,3.83,36.0,36.0,6963.166270978877
Arkansas,1987,2410865051,437036,24944,2342355,63381731759,,4.27,4.27,18.0,18.0,5516.3992234049365
California,1987,34639640974,4488398,190484,27777158,1144327712641,,3.4,3.4,48.0,48.0,7717.595670883019
Colorado,1987,4324590915,560236,30704,3260480,121258676259,,4.01,4.01,30.0,30.0,7719.230672430904
Connecticut,1987,5471154187,465465,34252,3247291,157019509362,,3.92,3.92,32.0,32.0,11754.168813981718
Delaware,1987,877097235,95659,5883,636947,24952093268,,3.95,3.95,31.0,31.0,9168.998578283277
District of Columbia,1987,974088571,86435,5984,636930,29152681051,,3.76,3.76,37.0,37.0,11269.608040724244
Florida,1987,12518511200,1664774,91969,11997283,439529711946,,3.2,3.2,50.0,50.0,7519.646030031704
Georgia,1987,7064531011,1110947,57881,6208467,206037437632,,3.85,3.85,35.0,35.0,6359.017136731095
Hawaii,1987,1210779597,166160,7291,1067918,41501450656,,3.28,3.28,49.0,49.0,7286.829543813192
Idaho,1987,1059517429,212444,10234,984997,28362939342,,4.2,4.2,21.0,21.0,4987.278666377963
Illinois,1987,13781157263,1811446,104609,11391178,439524808103,,3.52,3.52,46.0,46.0,7607.821189811896
Indiana,1987,6629568736,964129,52896,5473012,178895555328,,4.16,4.16,24.0,24.0,6876.225832850168
Iowa,1987,3700773303,480826,30958,2767011,92231043218,,4.51,4.51,12.0,12.0,7696.699643946043
Kansas,1987,3121260359,421112,27064,2445367,86146933717,,4.07,4.07,27.0,27.0,7411.948267919223
Kentucky,1987,3467133953,642696,34507,3683329,103643401611,,3.76,3.76,38.0,38.0,5394.671746828983
Louisiana,1987,4556844584,793093,42929,4344148,120215717902,,4.26,4.26,19.0,19.0,5745.662342247379
Maine,1987,1671781159,211817,13685,1184574,38987562143,,4.82,4.82,7.0,7.0,7892.573112639684
Maryland,1987,6226762887,683797,39491,4565557,196170681558,,3.57,3.57,43.0,43.0,9106.157071470041
Massachusetts,1987,8157388346,825320,58066,5935204,258665040540,,3.54,3.54,45.0,45.0,9883.909690786604
Michigan,1987,13761178006,1589287,83130,9187481,328917279980,,4.7,4.7,10.0,10.0,8658.711740547806
Minnesota,1987,5934238832,721481,40957,4235136,159330779977,,4.19,4.19,22.0,22.0,8225.079845484497
Mississippi,1987,2431574297,505550,26219,2588545,63134533465,,4.33,4.33,16.0,16.0,4809.760255167639
Missouri,1987,5468501668,802060,48902,5056696,172405541325,,3.56,3.56,44.0,44.0,6818.070553325188
Montana,1987,1174873138,152207,9818,805063,23177347716,,5.7,5.7,3.0,3.0,7718.916593849166
Nebraska,1987,1981062845,268100,17748,1566547,53643144322,,4.15,4.15,25.0,25.0,7389.268351361432
Nevada,1987,1105296006,168353,7908,1023376,38949223003,,3.19,3.19,51.0,51.0,6565.347846489222
New Hampshire,1987,1348610027,166045,10300,1054289,43158503963,,3.51,3.51,47.0,47.0,8121.955054352736
New Jersey,1987,13181128831,1092982,75558,7670742,346258830999,,4.28,4.28,17.0,17.0,12059.785825384133
New Mexico,1987,1823948362,287229,14876,1478520,43039474307,,4.76,4.76,8.0,8.0,6350.153925961515
New York,1987,31994856771,2594070,168940,17868848,759299540536,,4.74,4.74,9.0,9.0,12333.844796401023
North Carolina,1987,6816022982,1085976,58103,6403700,204812368359,,3.74,3.74,39.0,39.0,6276.40296102308
North Dakota,1987,767211255,119004,7779,661136,20357860591,,4.24,4.24,20.0,20.0,6446.936699606736
Ohio,1987,12832870133,1793431,98894,10760090,370218564659,,3.9,3.9,33.0,33.0,7155.485844172427
Oklahoma,1987,3368570520,584212,35041,3210122,97527640029,,3.88,3.88,34.0,34.0,5766.007065928122
Oregon,1987,3870932370,455895,24615,2700991,89594335715,,4.86,4.86,6.0,6.0,8490.841904385878
Pennsylvania,1987,15287380746,1668542,102993,11810866,418188853630,,4.11,4.11,26.0,26.0,9162.119231041232
Rhode Island,1987,1321326683,134800,8916,989604,36884036173,,4.03,4.03,28.0,28.0,9802.126728486646
South Carolina,1987,3846738052,614921,35349,3380506,98905174255,,4.37,4.37,15.0,15.0,6255.662194005409
South Dakota,1987,775190809,126817,8031,696036,20809459999,,4.19,4.19,23.0,23.0,6112.672662182515
Tennessee,1987,4682133143,823783,41103,4782927,146983793588,,3.58,3.58,42.0,42.0,5683.697215164673
Texas,1987,21481702846,3236787,186385,16621791,542898721221,,4.45,4.45,14.0,14.0,6636.736629874008
Utah,1987,1940119766,423386,17752,1678119,46797378761,,4.66,4.66,11.0,11.0,4582.389984553103
Vermont,1987,909664210,92755,6397,540267,18316970076,,5.58,5.58,5.0,5.0,9807.171688857743
Virginia,1987,7551093896,979417,58141,5932268,231961160624,,3.66,3.66,40.0,40.0,7709.784388059427
Washington,1987,5983546948,775755,37065,4531901,167246029230,,4.02,4.02,29.0,29.0,7713.191597862728
West Virginia,1987,2452287028,344236,22931,1857585,48559195998,,5.68,5.68,4.0,4.0,7123.854065234316
Wisconsin,1987,6605129140,772363,47039,4777919,164487617247,,4.51,4.51,13.0,13.0,8551.845621812541
Wyoming,1987,929428147,98455,7201,476965,15300660504,,6.83,6.83,2.0,2.0,9440.131501701286
Alabama,1988,4201866427,724751,37716,4023844,119025005010,,3.99,3.99,34.0,34.0,5797.669029777124
Alaska,1988,1419210783,106481,6113,541983,23710395931,,6.77,6.77,2.0,2.0,13328.300663968219
Arizona,1988,4115693937,574890,30707,3535183,121509245054,,3.83,3.83,40.0,40.0,7159.09815269008
Arkansas,1988,2533714190,436387,25572,2342656,65353551558,,4.38,4.38,22.0,22.0,5806.117482876438
California,1988,37288680237,4618120,195864,28464249,1195505387500,,3.53,3.53,47.0,47.0,8074.428606662452
Colorado,1988,4464201763,560081,31168,3262281,123304941851,,4.09,4.09,31.0,31.0,7970.6359669404965
Connecticut,1988,5731504553,460637,35050,3271953,166390524887,,3.89,3.89,38.0,38.0,12442.562262692749
Delaware,1988,920497937,96678,5951,647622,26257191865,,3.96,3.96,36.0,36.0,9521.276164173856
District of Columbia,1988,1121578239,84792,6232,630432,30656241976,,4.14,4.14,30.0,30.0,13227.406347296916
Florida,1988,13914261752,1720930,95857,12306395,464037873480,,3.39,3.39,49.0,49.0,8085.31535390748
Georgia,1988,7693241538,1107994,62280,6316142,215939288150,,4.03,4.03,33.0,33.0,6943.3963884280965
Hawaii,1988,1235428307,167488,7684,1079828,43869459745,,3.18,3.18,51.0,51.0,7376.219830674437
Idaho,1988,1094650985,214615,10258,985664,29490602955,,4.2,4.2,28.0,28.0,5100.533443608322
Illinois,1988,14700929763,1794916,105217,11390183,455549767683,,3.65,3.65,45.0,45.0,8190.316295024391
Indiana,1988,7258076697,960994,53749,5491735,184081630326,,4.46,4.46,17.0,17.0,7552.67639236041
Iowa,1988,3697958999,478200,30873,2768388,91605387611,,4.56,4.56,16.0,16.0,7733.08029903806
Kansas,1988,3288218289,426596,27317,2461996,87200338990,,4.26,4.26,26.0,26.0,7708.038258680344
Kentucky,1988,3684743838,637627,35239,3679999,108344443830,,3.84,3.84,39.0,39.0,5778.839098720726
Louisiana,1988,4740128479,786683,42920,4288863,121858015561,,4.4,4.4,21.0,21.0,6025.461944646065
Maine,1988,1770473059,212902,14204,1203840,41298027073,,4.85,4.85,8.0,8.0,8315.906186884105
Maryland,1988,6731024587,688947,40093,4657904,207247875712,,3.67,3.67,44.0,44.0,9770.017994127269
Massachusetts,1988,8673669475,823428,59517,5979982,273623958983,,3.58,3.58,46.0,46.0,10533.61007276896
Michigan,1988,14388123678,1582785,79972,9217998,337465886036,,4.82,4.82,10.0,10.0,9090.384150721671
Minnesota,1988,6303310193,726950,42132,4296166,161584647263,,4.41,4.41,20.0,20.0,8670.89922690694
Mississippi,1988,2622965194,503326,26931,2580352,64918016890,,4.57,4.57,15.0,15.0,5211.26505286832
Missouri,1988,5946825776,806639,49632,5081736,175952363963,,3.82,3.82,41.0,41.0,7372.350922779583
Montana,1988,1137745786,152191,9659,800202,22896955137,,5.62,5.62,3.0,3.0,7475.775742323791
Nebraska,1988,2122054656,269434,17713,1571477,55116023184,,4.35,4.35,23.0,23.0,7875.972059947891
Nevada,1988,1207270077,176474,8348,1075022,42509940314,,3.21,3.21,50.0,50.0,6841.064842413047
New Hampshire,1988,1408110588,169413,10363,1082577,45679081654,,3.49,3.49,48.0,48.0,8311.70328133024
New Jersey,1988,14036460493,1080871,78335,7712333,365475713966,,4.34,4.34,24.0,24.0,12986.24950896083
New Mexico,1988,1873447328,292425,15175,1490337,43707499977,,4.85,4.85,9.0,9.0,6406.590845515944
New York,1988,32891775728,2573715,170236,17941309,800512719981,,4.65,4.65,13.0,13.0,12779.882670769684
North Carolina,1988,7476047935,1083156,59771,6480594,215495398414,,3.92,3.92,37.0,37.0,6902.0971448249375
North Dakota,1988,829253792,118809,7632,655331,18138208662,,5.17,5.17,6.0,6.0,6979.722007592018
Ohio,1988,14373081531,1778544,99708,10798552,381906918086,,4.25,4.25,27.0,27.0,8081.375288438183
Oklahoma,1988,3521513802,580426,34515,3167057,97733508212,,4.07,4.07,32.0,32.0,6067.119326150104
Oregon,1988,4077464818,461752,24911,2741297,93781989789,,4.92,4.92,7.0,7.0,8830.42156395641
Pennsylvania,1988,16476130424,1659714,103307,11845752,435229601030,,4.28,4.28,25.0,25.0,9927.090103475659
Rhode Island,1988,1436172877,133585,8934,996408,39074507978,,4.16,4.16,29.0,29.0,10751.004057341768
South Carolina,1988,4068805850,615774,35701,3412096,103339758448,,4.45,4.45,18.0,18.0,6607.6285292980865
South Dakota,1988,821955705,126910,8172,698165,20882312727,,4.45,4.45,19.0,19.0,6476.681939957451
Tennessee,1988,5124272205,821580,42082,4822437,153489015402,,3.77,3.77,42.0,42.0,6237.094628642372
Texas,1988,22586641250,3283707,187159,16667022,553234859350,,4.62,4.62,14.0,14.0,6878.39726565129
Utah,1988,2004431514,431119,17124,1689372,47838116768,,4.74,4.74,12.0,12.0,4649.369464115476
Vermont,1988,931826754,93381,6656,549763,19231222866,,5.48,5.48,4.0,4.0,9978.76178237543
Virginia,1988,7971661311,982393,59928,6036909,244046377634,,3.69,3.69,43.0,43.0,8114.5339095453655
Washington,1988,6164456423,790918,38344,4639893,175079580767,,3.98,3.98,35.0,35.0,7794.052509868279
West Virginia,1988,2309249427,335912,22702,1830215,49782490918,,5.24,5.24,5.0,5.0,6874.566633523065
Wisconsin,1988,7083018515,774857,47721,4822388,168078891202,,4.76,4.76,11.0,11.0,9141.065403035656
Wyoming,1988,944701393,97793,6798,465101,15001844894,,7.12,7.12,1.0,1.0,9660.214872230119
Alabama,1989,4202720980,723743,38845,4030222,123617679372,,3.86,3.86,39.0,39.0,5806.924529840012
Alaska,1989,1529543106,109280,6272,547159,24787723398,,7.01,7.01,1.0,1.0,13996.551116398243
Arizona,1989,4172109214,607615,31617,3622185,124573123761,,3.81,3.81,43.0,43.0,6866.369681459477
Arkansas,1989,2594421532,434960,27730,2346358,66973622464,,4.4,4.4,23.0,23.0,5964.73591134817
California,1989,39687699354,4771978,203342,29218164,1229623157487,,3.67,3.67,46.0,46.0,8316.823621986523
Colorado,1989,4528930867,562755,31398,3275818,126922026893,,4.05,4.05,34.0,34.0,8047.784323551101
Connecticut,1989,6362582351,461560,35502,3283403,172440519265,,4.19,4.19,31.0,31.0,13784.951796082849
Delaware,1989,962284186,97808,5898,658273,27899262732,,3.92,3.92,38.0,38.0,9838.501819892033
District of Columbia,1989,1182151125,81301,5936,624168,31014076941,,4.33,4.33,26.0,26.0,14540.425394521593
Florida,1989,15199421675,1789925,100370,12637715,493570331910,,3.5,3.5,49.0,49.0,8491.65282064891
Georgia,1989,8323236583,1126535,59916,6411099,222321552709,,4.25,4.25,29.0,29.0,7388.351523033017
